cable_id,year,ocean_route,operator_type,chokepoint,age_years,fiber_pairs,length_km,n_landing_countries,design_capacity_tbps,lit_capacity_tbps,utilization_pct,protected_burial,route_redundancy,fault_this_year,fault_next_year
CAB0009,2017,Intra-Asia,consortium,Taiwan-Strait,1,19,3494.0,5,640.6,193.8,36.7,0,60,0,1
CAB0009,2018,Intra-Asia,consortium,Taiwan-Strait,2,19,3494.0,5,640.6,246.4,35.7,0,62,1,1
CAB0009,2019,Intra-Asia,consortium,Taiwan-Strait,3,19,3494.0,5,640.6,274.4,21.2,0,64,1,0
CAB0009,2020,Intra-Asia,consortium,Taiwan-Strait,4,19,3494.0,5,640.6,312.4,22.5,0,66,0,1
CAB0009,2021,Intra-Asia,consortium,Taiwan-Strait,5,19,3494.0,5,640.6,364.5,59.2,0,69,1,1
CAB0009,2022,Intra-Asia,consortium,Taiwan-Strait,6,19,3494.0,5,640.6,365.2,75.3,0,70,1,1
CAB0009,2023,Intra-Asia,consortium,Taiwan-Strait,7,19,3494.0,5,640.6,408.9,26.8,0,70,1,1
CAB0009,2024,Intra-Asia,consortium,Taiwan-Strait,8,19,3494.0,5,640.6,447.0,69.0,0,75,1,0
CAB0009,2025,Intra-Asia,consortium,Taiwan-Strait,9,19,3494.0,5,640.6,520.8,28.9,0,77,0,0
CAB0010,2016,Trans-Atlantic,carrier,None,0,4,6108.0,5,134.9,36.4,78.9,1,37,0,0
CAB0010,2017,Trans-Atlantic,carrier,None,1,4,6108.0,5,134.9,35.1,9.1,1,37,0,0
CAB0010,2018,Trans-Atlantic,carrier,None,2,4,6108.0,5,134.9,51.1,36.1,1,40,0,0
CAB0010,2019,Trans-Atlantic,carrier,None,3,4,6108.0,5,134.9,45.2,77.9,1,45,0,1
CAB0010,2020,Trans-Atlantic,carrier,None,4,4,6108.0,5,134.9,57.0,48.9,1,48,1,0
CAB0010,2021,Trans-Atlantic,carrier,None,5,4,6108.0,5,134.9,68.4,68.6,1,50,0,0
CAB0010,2022,Trans-Atlantic,carrier,None,6,4,6108.0,5,134.9,80.7,14.6,1,51,0,0
CAB0010,2023,Trans-Atlantic,carrier,None,7,4,6108.0,5,134.9,97.8,83.1,1,54,0,0
CAB0010,2024,Trans-Atlantic,carrier,None,8,4,6108.0,5,134.9,104.0,92.7,1,58,0,1
CAB0010,2025,Trans-Atlantic,carrier,None,9,4,6108.0,5,134.9,112.0,46.6,1,62,1,1
CAB0011,2015,Intra-Europe,consortium,None,5,4,502.0,7,100.6,68.4,53.3,0,41,0,0
CAB0011,2016,Intra-Europe,consortium,None,6,4,502.0,7,100.6,63.3,21.2,0,42,0,0
CAB0011,2017,Intra-Europe,consortium,None,7,4,502.0,7,100.6,63.5,21.8,0,44,0,0
CAB0011,2018,Intra-Europe,consortium,None,8,4,502.0,7,100.6,68.6,65.5,0,45,0,0
CAB0011,2019,Intra-Europe,consortium,None,9,4,502.0,7,100.6,83.1,93.9,0,47,0,0
CAB0011,2020,Intra-Europe,consortium,None,10,4,502.0,7,100.6,91.1,48.7,0,49,0,0
CAB0011,2021,Intra-Europe,consortium,None,11,4,502.0,7,100.6,93.8,64.0,0,49,0,0
CAB0011,2022,Intra-Europe,consortium,None,12,4,502.0,7,100.6,100.0,45.6,0,52,0,0
CAB0011,2023,Intra-Europe,consortium,None,13,4,502.0,7,100.6,96.8,39.8,0,53,0,0
CAB0011,2024,Intra-Europe,consortium,None,14,4,502.0,7,100.6,100.6,85.6,0,53,0,0
CAB0011,2025,Intra-Europe,consortium,None,15,4,502.0,7,100.6,100.6,100.0,0,58,0,0
CAB0012,2015,Intra-Europe,carrier,None,3,6,1062.0,8,168.0,83.1,43.9,0,41,1,0
CAB0012,2016,Intra-Europe,carrier,None,4,6,1062.0,8,168.0,81.3,27.3,0,42,0,1
CAB0012,2017,Intra-Europe,carrier,None,5,6,1062.0,8,168.0,83.6,100.0,0,44,1,1
CAB0012,2018,Intra-Europe,carrier,None,6,6,1062.0,8,168.0,95.1,44.1,0,45,1,1
CAB0012,2019,Intra-Europe,carrier,None,7,6,1062.0,8,168.0,110.3,86.5,0,47,1,0
CAB0012,2020,Intra-Europe,carrier,None,8,6,1062.0,8,168.0,114.5,56.7,0,49,0,1
CAB0012,2021,Intra-Europe,carrier,None,9,6,1062.0,8,168.0,132.3,51.0,0,49,1,0
CAB0012,2022,Intra-Europe,carrier,None,10,6,1062.0,8,168.0,136.2,39.6,0,52,0,1
CAB0012,2023,Intra-Europe,carrier,None,11,6,1062.0,8,168.0,146.0,63.6,0,53,1,0
CAB0012,2024,Intra-Europe,carrier,None,12,6,1062.0,8,168.0,168.0,83.9,0,53,0,0
CAB0012,2025,Intra-Europe,carrier,None,13,6,1062.0,8,168.0,168.0,41.6,0,58,0,1
CAB0013,2022,Trans-Pacific,consortium,None,0,8,12780.0,4,338.3,80.5,17.8,0,45,0,1
CAB0013,2023,Trans-Pacific,consortium,None,1,8,12780.0,4,338.3,114.4,21.6,0,47,1,1
CAB0013,2024,Trans-Pacific,consortium,None,2,8,12780.0,4,338.3,102.1,57.2,0,49,1,0
CAB0013,2025,Trans-Pacific,consortium,None,3,8,12780.0,4,338.3,132.1,10.7,0,50,0,0
CAB0014,2015,Intra-Pacific-Islands,carrier,None,2,18,3848.0,6,529.7,168.7,26.8,1,28,0,0
CAB0014,2016,Intra-Pacific-Islands,carrier,None,3,18,3848.0,6,529.7,238.8,42.3,1,29,0,0
CAB0014,2017,Intra-Pacific-Islands,carrier,None,4,18,3848.0,6,529.7,235.4,22.1,1,29,0,0
CAB0014,2018,Intra-Pacific-Islands,carrier,None,5,18,3848.0,6,529.7,329.6,18.7,1,30,0,0
CAB0014,2019,Intra-Pacific-Islands,carrier,None,6,18,3848.0,6,529.7,320.3,63.0,1,35,0,1
CAB0014,2020,Intra-Pacific-Islands,carrier,None,7,18,3848.0,6,529.7,360.5,75.5,1,40,1,0
CAB0014,2021,Intra-Pacific-Islands,carrier,None,8,18,3848.0,6,529.7,387.7,63.5,1,41,0,0
CAB0014,2022,Intra-Pacific-Islands,carrier,None,9,18,3848.0,6,529.7,424.3,39.1,1,43,0,0
CAB0014,2023,Intra-Pacific-Islands,carrier,None,10,18,3848.0,6,529.7,447.3,57.7,1,45,0,0
CAB0014,2024,Intra-Pacific-Islands,carrier,None,11,18,3848.0,6,529.7,486.7,55.0,1,48,0,1
CAB0014,2025,Intra-Pacific-Islands,carrier,None,12,18,3848.0,6,529.7,528.3,39.7,1,50,1,0
CAB0015,2015,Americas,consortium,Panama,1,7,6898.0,5,216.0,55.8,24.2,0,28,0,0
CAB0015,2016,Americas,consortium,Panama,2,7,6898.0,5,216.0,77.6,63.8,0,29,0,0
CAB0015,2017,Americas,consortium,Panama,3,7,6898.0,5,216.0,93.4,24.7,0,29,0,0
CAB0015,2018,Americas,consortium,Panama,4,7,6898.0,5,216.0,105.1,45.1,0,31,0,1
CAB0015,2019,Americas,consortium,Panama,5,7,6898.0,5,216.0,122.7,58.6,0,32,1,0
CAB0015,2020,Americas,consortium,Panama,6,7,6898.0,5,216.0,133.6,56.5,0,33,0,0
CAB0015,2021,Americas,consortium,Panama,7,7,6898.0,5,216.0,132.4,60.9,0,37,0,1
CAB0015,2022,Americas,consortium,Panama,8,7,6898.0,5,216.0,161.7,39.0,0,37,1,0
CAB0015,2023,Americas,consortium,Panama,9,7,6898.0,5,216.0,168.9,93.8,0,37,0,0
CAB0015,2024,Americas,consortium,Panama,10,7,6898.0,5,216.0,165.5,60.6,0,39,0,0
CAB0015,2025,Americas,consortium,Panama,11,7,6898.0,5,216.0,193.4,79.3,0,39,0,0
CAB0016,2018,Intra-Pacific-Islands,hyperscaler,None,0,21,3999.0,6,768.0,186.1,40.8,1,30,0,0
CAB0016,2019,Intra-Pacific-Islands,hyperscaler,None,1,21,3999.0,6,768.0,204.2,20.1,1,35,0,0
CAB0016,2020,Intra-Pacific-Islands,hyperscaler,None,2,21,3999.0,6,768.0,257.4,45.2,1,40,0,0
CAB0016,2021,Intra-Pacific-Islands,hyperscaler,None,3,21,3999.0,6,768.0,267.9,65.0,1,41,0,0
CAB0016,2022,Intra-Pacific-Islands,hyperscaler,None,4,21,3999.0,6,768.0,312.9,12.1,1,43,0,0
CAB0016,2023,Intra-Pacific-Islands,hyperscaler,None,5,21,3999.0,6,768.0,447.7,70.0,1,45,0,0
CAB0016,2024,Intra-Pacific-Islands,hyperscaler,None,6,21,3999.0,6,768.0,455.8,18.7,1,48,0,0
CAB0016,2025,Intra-Pacific-Islands,hyperscaler,None,7,21,3999.0,6,768.0,507.9,40.8,1,50,0,0
CAB0017,2016,Indian-Ocean,consortium,Suez,0,29,4184.0,7,977.7,220.9,81.5,1,33,0,1
CAB0017,2017,Indian-Ocean,consortium,Suez,1,29,4184.0,7,977.7,282.1,53.4,1,33,1,0
CAB0017,2018,Indian-Ocean,consortium,Suez,2,29,4184.0,7,977.7,298.8,64.9,1,35,0,0
CAB0017,2019,Indian-Ocean,consortium,Suez,3,29,4184.0,7,977.7,461.1,22.3,1,35,0,0
CAB0017,2020,Indian-Ocean,consortium,Suez,4,29,4184.0,7,977.7,469.7,23.3,1,36,0,0
CAB0017,2021,Indian-Ocean,consortium,Suez,5,29,4184.0,7,977.7,470.1,68.9,1,39,0,0
CAB0017,2022,Indian-Ocean,consortium,Suez,6,29,4184.0,7,977.7,621.4,39.0,1,39,0,0
CAB0017,2023,Indian-Ocean,consortium,Suez,7,29,4184.0,7,977.7,717.6,39.8,1,40,0,0
CAB0017,2024,Indian-Ocean,consortium,Suez,8,29,4184.0,7,977.7,745.3,47.5,1,41,0,0
CAB0017,2025,Indian-Ocean,consortium,Suez,9,29,4184.0,7,977.7,667.1,61.7,1,44,0,0
CAB0018,2015,Trans-Atlantic,consortium,None,5,4,6382.0,2,100.6,54.6,40.0,1,33,0,0
CAB0018,2016,Trans-Atlantic,consortium,None,6,4,6382.0,2,100.6,59.9,50.4,1,37,0,0
CAB0018,2017,Trans-Atlantic,consortium,None,7,4,6382.0,2,100.6,78.8,59.1,1,37,0,0
CAB0018,2018,Trans-Atlantic,consortium,None,8,4,6382.0,2,100.6,58.3,51.3,1,40,0,0
CAB0018,2019,Trans-Atlantic,consortium,None,9,4,6382.0,2,100.6,85.8,90.7,1,45,0,0
CAB0018,2020,Trans-Atlantic,consortium,None,10,4,6382.0,2,100.6,80.9,70.2,1,48,0,0
CAB0018,2021,Trans-Atlantic,consortium,None,11,4,6382.0,2,100.6,90.5,98.7,1,50,0,0
CAB0018,2022,Trans-Atlantic,consortium,None,12,4,6382.0,2,100.6,93.1,68.1,1,51,0,0
CAB0018,2023,Trans-Atlantic,consortium,None,13,4,6382.0,2,100.6,100.6,99.9,1,54,0,0
CAB0018,2024,Trans-Atlantic,consortium,None,14,4,6382.0,2,100.6,100.6,58.3,1,58,0,0
CAB0018,2025,Trans-Atlantic,consortium,None,15,4,6382.0,2,100.6,100.6,100.0,1,62,0,0
CAB0019,2015,Trans-Atlantic,carrier,None,14,2,7156.0,5,24.6,24.6,100.0,1,33,0,0
CAB0019,2016,Trans-Atlantic,carrier,None,15,2,7156.0,5,24.6,24.6,54.7,1,37,0,0
CAB0019,2017,Trans-Atlantic,carrier,None,16,2,7156.0,5,24.6,24.6,69.0,1,37,0,1
CAB0019,2018,Trans-Atlantic,carrier,None,17,2,7156.0,5,24.6,24.6,85.6,1,40,1,0
CAB0019,2019,Trans-Atlantic,carrier,None,18,2,7156.0,5,24.6,24.6,67.8,1,45,0,1
CAB0019,2020,Trans-Atlantic,carrier,None,19,2,7156.0,5,24.6,24.6,97.7,1,48,1,0
CAB0019,2021,Trans-Atlantic,carrier,None,20,2,7156.0,5,24.6,24.6,100.0,1,50,0,0
CAB0019,2022,Trans-Atlantic,carrier,None,21,2,7156.0,5,24.6,24.6,80.2,1,51,0,0
CAB0019,2023,Trans-Atlantic,carrier,None,22,2,7156.0,5,24.6,24.6,93.0,1,54,0,0
CAB0019,2024,Trans-Atlantic,carrier,None,23,2,7156.0,5,24.6,24.6,96.2,1,58,0,0
CAB0019,2025,Trans-Atlantic,carrier,None,24,2,7156.0,5,24.6,24.6,98.3,1,62,0,0
CAB0020,2015,Intra-Europe,consortium,None,8,22,1133.0,4,458.9,365.2,49.3,0,41,0,0
CAB0020,2016,Intra-Europe,consortium,None,9,22,1133.0,4,458.9,369.9,41.5,0,42,0,0
CAB0020,2017,Intra-Europe,consortium,None,10,22,1133.0,4,458.9,393.6,57.3,0,44,0,0
CAB0020,2018,Intra-Europe,consortium,None,11,22,1133.0,4,458.9,406.1,77.6,0,45,0,0
CAB0020,2019,Intra-Europe,consortium,None,12,22,1133.0,4,458.9,458.9,87.1,0,47,0,0
CAB0020,2020,Intra-Europe,consortium,None,13,22,1133.0,4,458.9,458.9,71.3,0,49,0,0
CAB0020,2021,Intra-Europe,consortium,None,14,22,1133.0,4,458.9,458.9,41.6,0,49,0,0
CAB0020,2022,Intra-Europe,consortium,None,15,22,1133.0,4,458.9,458.9,100.0,0,52,0,0
CAB0020,2023,Intra-Europe,consortium,None,16,22,1133.0,4,458.9,458.9,64.4,0,53,0,0
CAB0020,2024,Intra-Europe,consortium,None,17,22,1133.0,4,458.9,458.9,87.9,0,53,0,0
CAB0020,2025,Intra-Europe,consortium,None,18,22,1133.0,4,458.9,458.9,70.4,0,58,0,0
CAB0021,2015,Intra-Pacific-Islands,hyperscaler,None,5,16,2702.0,5,402.3,243.2,68.7,0,28,0,0
CAB0021,2016,Intra-Pacific-Islands,hyperscaler,None,6,16,2702.0,5,402.3,240.9,56.4,0,29,0,0
CAB0021,2017,Intra-Pacific-Islands,hyperscaler,None,7,16,2702.0,5,402.3,245.7,69.6,0,29,0,0
CAB0021,2018,Intra-Pacific-Islands,hyperscaler,None,8,16,2702.0,5,402.3,273.3,68.8,0,30,0,0
CAB0021,2019,Intra-Pacific-Islands,hyperscaler,None,9,16,2702.0,5,402.3,291.4,60.9,0,35,0,0
CAB0021,2020,Intra-Pacific-Islands,hyperscaler,None,10,16,2702.0,5,402.3,326.3,74.1,0,40,0,1
CAB0021,2021,Intra-Pacific-Islands,hyperscaler,None,11,16,2702.0,5,402.3,373.7,41.8,0,41,1,0
CAB0021,2022,Intra-Pacific-Islands,hyperscaler,None,12,16,2702.0,5,402.3,373.1,71.9,0,43,0,0
CAB0021,2023,Intra-Pacific-Islands,hyperscaler,None,13,16,2702.0,5,402.3,402.3,49.4,0,45,0,0
CAB0021,2024,Intra-Pacific-Islands,hyperscaler,None,14,16,2702.0,5,402.3,402.3,52.8,0,48,0,1
CAB0021,2025,Intra-Pacific-Islands,hyperscaler,None,15,16,2702.0,5,402.3,402.3,92.9,0,50,1,0
CAB0022,2015,Intra-Europe,consortium,None,2,6,1546.0,6,176.6,76.5,49.6,0,41,0,0
CAB0022,2016,Intra-Europe,consortium,None,3,6,1546.0,6,176.6,85.1,30.0,0,42,0,0
CAB0022,2017,Intra-Europe,consortium,None,4,6,1546.0,6,176.6,84.1,20.5,0,44,0,0
CAB0022,2018,Intra-Europe,consortium,None,5,6,1546.0,6,176.6,84.2,30.8,0,45,0,0
CAB0022,2019,Intra-Europe,consortium,None,6,6,1546.0,6,176.6,119.7,45.0,0,47,0,0
CAB0022,2020,Intra-Europe,consortium,None,7,6,1546.0,6,176.6,114.0,40.4,0,49,0,0
CAB0022,2021,Intra-Europe,consortium,None,8,6,1546.0,6,176.6,122.2,46.0,0,49,0,0
CAB0022,2022,Intra-Europe,consortium,None,9,6,1546.0,6,176.6,150.8,39.2,0,52,0,0
CAB0022,2023,Intra-Europe,consortium,None,10,6,1546.0,6,176.6,148.8,58.0,0,53,0,0
CAB0022,2024,Intra-Europe,consortium,None,11,6,1546.0,6,176.6,154.7,30.2,0,53,0,0
CAB0022,2025,Intra-Europe,consortium,None,12,6,1546.0,6,176.6,170.9,70.1,0,58,0,0
CAB0023,2015,Intra-Asia,government,Malacca,8,22,4065.0,6,458.9,356.3,69.5,1,53,0,0
CAB0023,2016,Intra-Asia,government,Malacca,9,22,4065.0,6,458.9,372.7,80.7,1,59,0,1
CAB0023,2017,Intra-Asia,government,Malacca,10,22,4065.0,6,458.9,369.8,36.6,1,60,1,0
CAB0023,2018,Intra-Asia,government,Malacca,11,22,4065.0,6,458.9,426.4,93.9,1,62,0,0
CAB0023,2019,Intra-Asia,government,Malacca,12,22,4065.0,6,458.9,457.9,68.4,1,64,0,0
CAB0023,2020,Intra-Asia,government,Malacca,13,22,4065.0,6,458.9,458.9,61.0,1,66,0,1
CAB0023,2021,Intra-Asia,government,Malacca,14,22,4065.0,6,458.9,458.9,77.0,1,69,1,0
CAB0023,2022,Intra-Asia,government,Malacca,15,22,4065.0,6,458.9,458.9,78.0,1,70,0,0
CAB0023,2023,Intra-Asia,government,Malacca,16,22,4065.0,6,458.9,458.9,44.3,1,70,0,0
CAB0023,2024,Intra-Asia,government,Malacca,17,22,4065.0,6,458.9,458.9,69.6,1,75,0,0
CAB0023,2025,Intra-Asia,government,Malacca,18,22,4065.0,6,458.9,458.9,81.9,1,77,0,0
CAB0024,2015,Intra-Pacific-Islands,consortium,None,15,4,1599.0,5,43.4,43.4,42.0,1,28,0,0
CAB0024,2016,Intra-Pacific-Islands,consortium,None,16,4,1599.0,5,43.4,43.4,77.3,1,29,0,0
CAB0024,2017,Intra-Pacific-Islands,consortium,None,17,4,1599.0,5,43.4,43.4,100.0,1,29,0,0
CAB0024,2018,Intra-Pacific-Islands,consortium,None,18,4,1599.0,5,43.4,43.4,79.6,1,30,0,0
CAB0024,2019,Intra-Pacific-Islands,consortium,None,19,4,1599.0,5,43.4,43.4,94.7,1,35,0,0
CAB0024,2020,Intra-Pacific-Islands,consortium,None,20,4,1599.0,5,43.4,43.4,100.0,1,40,0,0
CAB0024,2021,Intra-Pacific-Islands,consortium,None,21,4,1599.0,5,43.4,43.4,100.0,1,41,0,1
CAB0024,2022,Intra-Pacific-Islands,consortium,None,22,4,1599.0,5,43.4,43.4,62.3,1,43,1,0
CAB0024,2023,Intra-Pacific-Islands,consortium,None,23,4,1599.0,5,43.4,43.4,100.0,1,45,0,0
CAB0024,2024,Intra-Pacific-Islands,consortium,None,24,4,1599.0,5,43.4,43.4,78.0,1,48,0,1
CAB0024,2025,Intra-Pacific-Islands,consortium,None,25,4,1599.0,5,43.4,43.4,75.5,1,50,1,0
CAB0025,2015,Trans-Atlantic,consortium,None,15,8,5172.0,4,86.9,86.9,65.8,0,33,0,0
CAB0025,2016,Trans-Atlantic,consortium,None,16,8,5172.0,4,86.9,86.9,77.5,0,37,0,0
CAB0025,2017,Trans-Atlantic,consortium,None,17,8,5172.0,4,86.9,86.9,60.1,0,37,0,0
CAB0025,2018,Trans-Atlantic,consortium,None,18,8,5172.0,4,86.9,86.9,78.2,0,40,0,1
CAB0025,2019,Trans-Atlantic,consortium,None,19,8,5172.0,4,86.9,86.9,100.0,0,45,1,0
CAB0025,2020,Trans-Atlantic,consortium,None,20,8,5172.0,4,86.9,86.9,74.3,0,48,0,0
CAB0025,2021,Trans-Atlantic,consortium,None,21,8,5172.0,4,86.9,86.9,67.1,0,50,0,0
CAB0025,2022,Trans-Atlantic,consortium,None,22,8,5172.0,4,86.9,86.9,88.7,0,51,0,1
CAB0025,2023,Trans-Atlantic,consortium,None,23,8,5172.0,4,86.9,86.9,100.0,0,54,1,0
CAB0025,2024,Trans-Atlantic,consortium,None,24,8,5172.0,4,86.9,86.9,64.8,0,58,0,0
CAB0026,2022,Intra-Europe,hyperscaler,None,0,5,1306.0,4,211.4,72.3,29.5,0,52,0,0
CAB0026,2023,Intra-Europe,hyperscaler,None,1,5,1306.0,4,211.4,65.5,73.0,0,53,0,0
CAB0026,2024,Intra-Europe,hyperscaler,None,2,5,1306.0,4,211.4,62.4,59.1,0,53,0,0
CAB0026,2025,Intra-Europe,hyperscaler,None,3,5,1306.0,4,211.4,84.7,57.5,0,58,0,0
CAB0027,2015,Intra-Pacific-Islands,hyperscaler,None,0,4,917.0,8,129.1,43.6,26.0,1,28,0,0
CAB0027,2016,Intra-Pacific-Islands,hyperscaler,None,1,4,917.0,8,129.1,42.5,55.4,1,29,0,0
CAB0027,2017,Intra-Pacific-Islands,hyperscaler,None,2,4,917.0,8,129.1,37.4,44.2,1,29,0,0
CAB0027,2018,Intra-Pacific-Islands,hyperscaler,None,3,4,917.0,8,129.1,57.4,11.4,1,30,0,0
CAB0027,2019,Intra-Pacific-Islands,hyperscaler,None,4,4,917.0,8,129.1,67.5,41.7,1,35,0,0
CAB0027,2020,Intra-Pacific-Islands,hyperscaler,None,5,4,917.0,8,129.1,70.1,61.4,1,40,0,0
CAB0027,2021,Intra-Pacific-Islands,hyperscaler,None,6,4,917.0,8,129.1,84.0,98.0,1,41,0,0
CAB0027,2022,Intra-Pacific-Islands,hyperscaler,None,7,4,917.0,8,129.1,88.9,65.9,1,43,0,0
CAB0027,2023,Intra-Pacific-Islands,hyperscaler,None,8,4,917.0,8,129.1,94.0,22.5,1,45,0,0
CAB0027,2024,Intra-Pacific-Islands,hyperscaler,None,9,4,917.0,8,129.1,96.6,67.4,1,48,0,0
CAB0027,2025,Intra-Pacific-Islands,hyperscaler,None,10,4,917.0,8,129.1,109.4,74.1,1,50,0,0
CAB0028,2015,Intra-Asia,carrier,None,1,9,3158.0,5,277.7,85.0,44.3,1,53,0,1
CAB0028,2016,Intra-Asia,carrier,None,2,9,3158.0,5,277.7,90.8,18.5,1,59,1,0
CAB0028,2017,Intra-Asia,carrier,None,3,9,3158.0,5,277.7,133.0,34.3,1,60,0,0
CAB0028,2018,Intra-Asia,carrier,None,4,9,3158.0,5,277.7,151.0,62.0,1,62,0,0
CAB0028,2019,Intra-Asia,carrier,None,5,9,3158.0,5,277.7,181.6,57.2,1,64,0,0
CAB0028,2020,Intra-Asia,carrier,None,6,9,3158.0,5,277.7,167.8,53.9,1,66,0,0
CAB0028,2021,Intra-Asia,carrier,None,7,9,3158.0,5,277.7,192.0,22.9,1,69,0,0
CAB0028,2022,Intra-Asia,carrier,None,8,9,3158.0,5,277.7,208.8,82.0,1,70,0,0
CAB0028,2023,Intra-Asia,carrier,None,9,9,3158.0,5,277.7,210.2,56.4,1,70,0,0
CAB0028,2024,Intra-Asia,carrier,None,10,9,3158.0,5,277.7,220.2,47.5,1,75,0,0
CAB0028,2025,Intra-Asia,carrier,None,11,9,3158.0,5,277.7,258.0,24.8,1,77,0,0
CAB0029,2015,Intra-Asia,consortium,None,17,4,6063.0,8,32.0,32.0,50.1,1,53,0,0
